06/09/2022 17:21:21	mw		AsvAdya	to be tasted or enjoyed, MBh. ; Kathās.   [ID=28270]      having a good taste, <!!!>palatable delicious.<!!!>  [ID=28271]  ←  (H3)  [Printed book page 1320,3] :  ā-svādya b   n. food, Daś.	palatable, delicious. [comma]		ejf
06/09/2022 19:34:41	mw		Baya	(H1)  [Printed book page 747,1]  bhaya   n. (√bhī) fear, <!!!>alarm dread apprehension<!!!>  [ID=148577]      fear of (abl. gen. or comp.) or for (comp.), RV.  	alarm, dread, apprehension [comma]		ejf
