dict	L	pc_page	pc_col	k1	k2	line	batch	batch_date	process	directive	tag_context	old	new
mw						448640	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to look forward to, wait for, expect, <ls>TS.</ls> &c. &c.;	<div n="to"/>to look forward to, wait for, expect, <ls>TS.</ls> <ab>&c.</ab> <ab>&c.</ab>;
mw						448647	batch_20260804	2026-08-04	human	new	text	¦ (also <s>˚kzaka</s>, <ls>R.</ls>) looking forward to, waiting for, expectant of (<ab>ifc.</ab>), <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="inh"/>	¦ (also <s>˚kzaka</s>, <ls>R.</ls>) looking forward to, waiting for, expectant of (<ab>ifc.</ab>), <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="inh"/>
mw						448686	batch_20260804	2026-08-04	human	new	text	<hom>1.</hom> <s>pratI<srs/>kzya</s> ¦ <lex>mfn.</lex> to be expected or waited for, <ls>Mn.</ls>; <ls>MBh.</ls> &c.<info lex="m:f:n"/>	<hom>1.</hom> <s>pratI<srs/>kzya</s> ¦ <lex>mfn.</lex> to be expected or waited for, <ls>Mn.</ls>; <ls>MBh.</ls> <ab>&c.</ab><info lex="m:f:n"/>
mw						448704	batch_20260804	2026-08-04	human	new	text	<s>pratI<srs/>ta</s> ¦ &c. See under <hom>2.</hom> <s>pratI<srs/></s>.<info hui="b"/>	<s>pratI<srs/>ta</s> ¦ <ab>&c.</ab> See under <hom>2.</hom> <s>pratI<srs/></s>.<info hui="b"/>
mw						448716	batch_20260804	2026-08-04	human	new	text	<s>pratIpa</s> ¦ <lex>mf(<s>A</s>)n.</lex> (<ab>fr.</ab> <s>prati + ap</s>; <ab>cf.</ab> <s>anUpa</s>, <s>dvIpa</s>, <s>samIpa</s>), ‘against the stream’, ‘<ab n="against">ag˚</ab> the grain’, going in an opposite direction, meeting, encountering, adverse, contrary, opposite, reverse, <ls>MBh.</ls>; <ls>R.</ls>; <ls>Ragh.</ls> &c.<info lex="m:f#A:n"/>	<s>pratIpa</s> ¦ <lex>mf(<s>A</s>)n.</lex> (<ab>fr.</ab> <s>prati + ap</s>; <ab>cf.</ab> <s>anUpa</s>, <s>dvIpa</s>, <s>samIpa</s>), ‘against the stream’, ‘<ab n="against">ag˚</ab> the grain’, going in an opposite direction, meeting, encountering, adverse, contrary, opposite, reverse, <ls>MBh.</ls>; <ls>R.</ls>; <ls>Ragh.</ls> <ab>&c.</ab><info lex="m:f#A:n"/>
mw						448728	batch_20260804	2026-08-04	human	new	text	¦ impeding, hindering, <ls>BhP.</ls>; <ls>MBh.</ls>; <ls>R.</ls> &c. backward, retrograde<info lex="inh"/>	¦ impeding, hindering, <ls>BhP.</ls>; <ls>MBh.</ls>; <ls>R.</ls> <ab>&c.</ab> backward, retrograde<info lex="inh"/>
mw						448737	batch_20260804	2026-08-04	human	new	text	¦ <ab>N.</ab> of a prince, the father of <s1>Śāṃtanu</s1> and grandfather of <s1>Bhīṣma</s1>, <ls>AV.</ls>; <ls>MBh.</ls>; <ls>Hariv.</ls> &c.<info lex="inh"/>	¦ <ab>N.</ab> of a prince, the father of <s1>Śāṃtanu</s1> and grandfather of <s1>Bhīṣma</s1>, <ls>AV.</ls>; <ls>MBh.</ls>; <ls>Hariv.</ls> <ab>&c.</ab><info lex="inh"/>
mw						448749	batch_20260804	2026-08-04	human	new	text	<s>pratIpa</s> ¦ <lex>n.</lex> against, <ls>RV.</ls> &c. &c.<info lex="n"/>	<s>pratIpa</s> ¦ <lex>n.</lex> against, <ls>RV.</ls> <ab>&c.</ab> <ab>&c.</ab><info lex="n"/>
mw						448823	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to receive, accept from, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.;	<div n="to"/>to receive, accept from, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab>;
mw						448837	batch_20260804	2026-08-04	human	new	text	<s>pra-˚tud</s> ¦ <lex>m.</lex> ‘pecker’, <ab>N.</ab> of a class of birds (including the falcon, hawk, owl, parrot, crow, raven, peacock &c.), <ls>Āpast.</ls><info lex="m"/><info hui="b"/>	<s>pra-˚tud</s> ¦ <lex>m.</lex> ‘pecker’, <ab>N.</ab> of a class of birds (including the falcon, hawk, owl, parrot, crow, raven, peacock <ab>&c.</ab>), <ls>Āpast.</ls><info lex="m"/><info hui="b"/>
mw						448846	batch_20260804	2026-08-04	human	new	text	<s>pra-˚toda/</s> ¦ <lex>m.</lex> a goad or long whip, <ls>AV.</ls> &c. &c. (also <s>-yazwi</s> <lex type="phw">f.</lex>, <ls>Divyāv.</ls>)<info phwchild="133744.1"/><info lex="m"/>	<s>pra-˚toda/</s> ¦ <lex>m.</lex> a goad or long whip, <ls>AV.</ls> <ab>&c.</ab> <ab>&c.</ab> (also <s>-yazwi</s> <lex type="phw">f.</lex>, <ls>Divyāv.</ls>)<info phwchild="133744.1"/><info lex="m"/>
mw						448886	batch_20260804	2026-08-04	human	new	text	<s>pra-tUrRa</s> ¦ <s>˚tUrta</s> &c. See <s>pra-√ tvar</s>.<info hui="a"/>	<s>pra-tUrRa</s> ¦ <s>˚tUrta</s> <ab>&c.</ab> See <s>pra-√ tvar</s>.<info hui="a"/>
mw						448895	batch_20260804	2026-08-04	human	new	text	<s>pra-˚ta/rdana</s> ¦ <lex>m.</lex> <ab>N.</ab> of a king of <s1>KāŚi</s1> (son of <s1>Divo-dāsa</s1> and author of <ls>RV. ix, 96</ls>), <ls>Br.</ls>; <ls>MBh.</ls> &c.<info lex="m"/>	<s>pra-˚ta/rdana</s> ¦ <lex>m.</lex> <ab>N.</ab> of a king of <s1>KāŚi</s1> (son of <s1>Divo-dāsa</s1> and author of <ls>RV. ix, 96</ls>), <ls>Br.</ls>; <ls>MBh.</ls> <ab>&c.</ab><info lex="m"/>
mw						448914	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to go to sea, pass over, cross, <ls>ŚBr.</ls> &c. &c.;	<div n="to"/>to go to sea, pass over, cross, <ls>ŚBr.</ls> <ab>&c.</ab> <ab>&c.</ab>;
mw						448934	batch_20260804	2026-08-04	human	new	text	<s>pra-˚ta/raRa</s> ¦ <lex>n.</lex> going to sea, passing over, crossing, <ls>MBh.</ls>; <ls>Kāv.</ls> &c. <info lex="n"/>	<s>pra-˚ta/raRa</s> ¦ <lex>n.</lex> going to sea, passing over, crossing, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab> <info lex="n"/>
mw						448964	batch_20260804	2026-08-04	human	new	text	<s>pra-˚tArita</s> ¦ <lex>mfn.</lex> misled, deceived, imposed upon, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="m:f:n"/>	<s>pra-˚tArita</s> ¦ <lex>mfn.</lex> misled, deceived, imposed upon, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="m:f:n"/>
mw						448982	batch_20260804	2026-08-04	human	new	text	<s>pra-tolI</s> ¦ <lex>f.</lex> a broad way, principal road through a town or village (<ab>ifc.</ab> <s>˚lIka</s>), <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="f"/>	<s>pra-tolI</s> ¦ <lex>f.</lex> a broad way, principal road through a town or village (<ab>ifc.</ab> <s>˚lIka</s>), <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="f"/>
mw						449012	batch_20260804	2026-08-04	human	new	text	<s>praty-aMSa</s> ¦ &c. See <pcol>p. 663, col. 3</pcol>.<info hui="b"/><listinfo n="sup"/>	<s>praty-aMSa</s> ¦ <ab>&c.</ab> See <pcol>p. 663, col. 3</pcol>.<info hui="b"/><listinfo n="sup"/>
mw						449021	batch_20260804	2026-08-04	human	new	text	<s>praty-akza</s> ¦ <lex>mf(<s>A</s>)n.</lex> present before the eyes, visible, perceptible (<ab>opp.</ab> to <s>paro'kza</s>, <ab>q.v.</ab>), <ls>Up.</ls>; <ls>MBh.</ls> &c.<info lex="m:f#A:n"/><info hui="b"/>	<s>praty-akza</s> ¦ <lex>mf(<s>A</s>)n.</lex> present before the eyes, visible, perceptible (<ab>opp.</ab> to <s>paro'kza</s>, <ab>q.v.</ab>), <ls>Up.</ls>; <ls>MBh.</ls> <ab>&c.</ab><info lex="m:f#A:n"/><info hui="b"/>
mw						449024	batch_20260804	2026-08-04	human	new	text	¦ clear, distinct, manifest, direct, immediate, actual, real, <ls>ŚBr.</ls> &c. &c.<info lex="inh"/>	¦ clear, distinct, manifest, direct, immediate, actual, real, <ls>ŚBr.</ls> <ab>&c.</ab> <ab>&c.</ab><info lex="inh"/>
mw						449039	batch_20260804	2026-08-04	human	new	text	<s>pratya/kzam</s> ¦ <lex>ind.</lex> (also <s>˚kza</s> <ab>ibc.</ab>) before the eyes, in the sight or presence of (<ab>gen.</ab> or <ab>comp.</ab>), clearly, explicitly, directly, personally, <ls>AV.</ls> &c. &c.<info lex="ind"/>	<s>pratya/kzam</s> ¦ <lex>ind.</lex> (also <s>˚kza</s> <ab>ibc.</ab>) before the eyes, in the sight or presence of (<ab>gen.</ab> or <ab>comp.</ab>), clearly, explicitly, directly, personally, <ls>AV.</ls> <ab>&c.</ab> <ab>&c.</ab><info lex="ind"/>
mw						449075	batch_20260804	2026-08-04	human	new	text	<s>praty-akza—tamAt</s> or <s>praty-akza—tamA/m</s>, ¦ <lex>ind.</lex> most perceptibly or directly or really &c., <ls>Br.</ls><info lex="ind"/>	<s>praty-akza—tamAt</s> or <s>praty-akza—tamA/m</s>, ¦ <lex>ind.</lex> most perceptibly or directly or really <ab>&c.</ab>, <ls>Br.</ls><info lex="ind"/>
mw						449087	batch_20260804	2026-08-04	human	new	text	<s>praty-akza—tA</s> ¦ <lex>f.</lex> the being before the eyes, <ab n="before">b˚</ab> visible, visibility, <ls>MBh.</ls>; <ls>Kathās.</ls>; <ls>MārkP.</ls> &c.<info lex="f"/>	<s>praty-akza—tA</s> ¦ <lex>f.</lex> the being before the eyes, <ab n="before">b˚</ab> visible, visibility, <ls>MBh.</ls>; <ls>Kathās.</ls>; <ls>MārkP.</ls> <ab>&c.</ab><info lex="f"/>
mw						449278	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to inspect, look at or See with one's own eyes, <ls>MBh.</ls>; <ls>Mṛcch.</ls>; <ls>Kād.</ls> &c.<info verb="gati" cp="" parse="pratyakzI+kf"/>	<div n="to"/>to inspect, look at or See with one's own eyes, <ls>MBh.</ls>; <ls>Mṛcch.</ls>; <ls>Kād.</ls> <ab>&c.</ab><info verb="gati" cp="" parse="pratyakzI+kf"/>
mw						449299	batch_20260804	2026-08-04	human	new	text	¦ westward, western, occidental, to the west of (<ab>abl.</ab>), <ls>VS.</ls>; <ls>AV.</ls>; <ls>Br.</ls>; <ls>Mn.</ls> &c.<info lex="inh"/>	¦ westward, western, occidental, to the west of (<ab>abl.</ab>), <ls>VS.</ls>; <ls>AV.</ls>; <ls>Br.</ls>; <ls>Mn.</ls> <ab>&c.</ab><info lex="inh"/>
mw						449314	batch_20260804	2026-08-04	human	new	text	<s>pratI/cI</s> ¦ <lex>f.</lex> (with or <ab>scil.</ab> <s>diS</s>) the west, <ls>AV.</ls> &c. &c.<info lex="f"/><info hui="a"/>	<s>pratI/cI</s> ¦ <lex>f.</lex> (with or <ab>scil.</ab> <s>diS</s>) the west, <ls>AV.</ls> <ab>&c.</ab> <ab>&c.</ab><info lex="f"/><info hui="a"/>
mw						449368	batch_20260804	2026-08-04	human	new	text	<s>pra/tIka</s> ¦ <lex>n.</lex> (also <lex type="hwalt">m.</lex>) the first part (of a verse), first word, <ls>Br.</ls> &c. &c.<info lex="m:n"/>	<s>pra/tIka</s> ¦ <lex>n.</lex> (also <lex type="hwalt">m.</lex>) the first part (of a verse), first word, <ls>Br.</ls> <ab>&c.</ab> <ab>&c.</ab><info lex="m:n"/>
mw						449512	batch_20260804	2026-08-04	human	new	text	<s>pratyak—Siras</s>, <lex>mfn.</lex> (<ls>ĀpŚr.</ls> &c.) and <s>pratyak—SIrzI</s>, <lex>f.</lex> (<ls>Kauś.</ls>) ¦ having the head turned towards the west.	<s>pratyak—Siras</s>, <lex>mfn.</lex> (<ls>ĀpŚr.</ls> <ab>&c.</ab>) and <s>pratyak—SIrzI</s>, <lex>f.</lex> (<ls>Kauś.</ls>) ¦ having the head turned towards the west.
mw						449518	batch_20260804	2026-08-04	human	new	text	<s>pratyak—SreRI</s> ¦ <lex>f.</lex> <ab>N.</ab> of various plants (<bot>Anthericum Tuberosum</bot>, <bot>Croton Polyandrum</bot> or <ab n="Croton Tiglium">C˚</ab>, <bot>Salvinia Cucullata</bot> &c.), <ls>Car.</ls>; <ls>L.</ls><info lex="f"/>	<s>pratyak—SreRI</s> ¦ <lex>f.</lex> <ab>N.</ab> of various plants (<bot>Anthericum Tuberosum</bot>, <bot>Croton Polyandrum</bot> or <ab n="Croton Tiglium">C˚</ab>, <bot>Salvinia Cucullata</bot> <ab>&c.</ab>), <ls>Car.</ls>; <ls>L.</ls><info lex="f"/>
mw						449557	batch_20260804	2026-08-04	human	new	text	<s>pratyag—Atman</s> ¦ <lex>m.</lex> the individual soul, <ls>KaṭhUp.</ls>; <ls>Vedāntas.</ls>; <ls>BhP.</ls> &c.<info lex="m"/>	<s>pratyag—Atman</s> ¦ <lex>m.</lex> the individual soul, <ls>KaṭhUp.</ls>; <ls>Vedāntas.</ls>; <ls>BhP.</ls> <ab>&c.</ab><info lex="m"/>
mw						449599	batch_20260804	2026-08-04	human	new	text	<s>pratyag—diS</s> ¦ <lex>f.</lex> the western quarter, <ls>AV.</ls>; <ls>AitBr.</ls>; <ls>MBh.</ls> &c.<info lex="f"/>	<s>pratyag—diS</s> ¦ <lex>f.</lex> the western quarter, <ls>AV.</ls>; <ls>AitBr.</ls>; <ls>MBh.</ls> <ab>&c.</ab><info lex="f"/>
mw						449623	batch_20260804	2026-08-04	human	new	text	<s>pratyaN—muKa</s> ¦ <lex>mf(<s>I</s>)n.</lex> having the face turned away or westward, <ls>GṛŚrS.</ls> &c.<info lex="m:f#I:n"/>	<s>pratyaN—muKa</s> ¦ <lex>mf(<s>I</s>)n.</lex> having the face turned away or westward, <ls>GṛŚrS.</ls> <ab>&c.</ab><info lex="m:f#I:n"/>
mw						449703	batch_20260804	2026-08-04	human	new	text	<s>praty-aBi-√ jYA</s> ¦ <ab>P.</ab> <ab>Ā.</ab> <s>-jAnAti</s>, <s>-jAnIte</s>, to recognize, remember, know, understand, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.;	<s>praty-aBi-√ jYA</s> ¦ <ab>P.</ab> <ab>Ā.</ab> <s>-jAnAti</s>, <s>-jAnIte</s>, to recognize, remember, know, understand, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab>;
mw						449708	batch_20260804	2026-08-04	human	new	text	<s>praty-˚aBijYA</s> ¦ <lex>f.</lex> recognition, <ls>Kap.</ls>; <ls>Bhāṣāp.</ls> &c. (<ab>ifc.</ab> <s>˚jYa</s> <lex type="hwifc">mfn.</lex>, <ls>Daś.</ls>; <ls>Rājat.</ls>)<info lex="m:f:n"/><info hui="b"/>	<s>praty-˚aBijYA</s> ¦ <lex>f.</lex> recognition, <ls>Kap.</ls>; <ls>Bhāṣāp.</ls> <ab>&c.</ab> (<ab>ifc.</ab> <s>˚jYa</s> <lex type="hwifc">mfn.</lex>, <ls>Daś.</ls>; <ls>Rājat.</ls>)<info lex="m:f:n"/><info hui="b"/>
mw						449729	batch_20260804	2026-08-04	human	new	text	<s>praty-˚aBijYAta</s> ¦ <lex>mfn.</lex> recognized, known, <ls>MBh.</ls>; <ls>Śak.</ls> &c.<info lex="m:f:n"/>	<s>praty-˚aBijYAta</s> ¦ <lex>mfn.</lex> recognized, known, <ls>MBh.</ls>; <ls>Śak.</ls> <ab>&c.</ab><info lex="m:f:n"/>
mw						449735	batch_20260804	2026-08-04	human	new	text	<s>praty-˚aBijYAna</s> ¦ <lex>n.</lex> recognition, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="n"/>	<s>praty-˚aBijYAna</s> ¦ <lex>n.</lex> recognition, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="n"/>
mw						449856	batch_20260804	2026-08-04	human	new	text	<s>pratyaya</s> ¦ &c. See <pcol>p. 673, col. 3</pcol>.<info hui="b"/>	<s>pratyaya</s> ¦ <ab>&c.</ab> See <pcol>p. 673, col. 3</pcol>.<info hui="b"/>
mw						449881	batch_20260804	2026-08-04	human	new	text	¦ (<ab>ifc.</ab>) opposing, rivalling, emulating, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="inh"/>	¦ (<ab>ifc.</ab>) opposing, rivalling, emulating, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="inh"/>
mw						449887	batch_20260804	2026-08-04	human	new	text	¦ (in law) a defendant, <ls>Mn.</ls>; <ls>Yājñ.</ls> &c.<info lex="inh"/>	¦ (in law) a defendant, <ls>Mn.</ls>; <ls>Yājñ.</ls> <ab>&c.</ab><info lex="inh"/>
mw						449905	batch_20260804	2026-08-04	human	new	text	<s>praty-arpaRa</s> ¦ &c. See <s>praty-√ f</s>.<info hui="a"/>	<s>praty-arpaRa</s> ¦ <ab>&c.</ab> See <s>praty-√ f</s>.<info hui="a"/>
mw						449974	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to descend (from a seat, chariot &c.) in honour of (<ab>acc.</ab>), <ls>TS.</ls>; <ls>ŚBr.</ls>; <ls>MBh.</ls>;	<div n="to"/>to descend (from a seat, chariot <ab>&c.</ab>) in honour of (<ab>acc.</ab>), <ls>TS.</ls>; <ls>ŚBr.</ls>; <ls>MBh.</ls>;
mw						450113	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to inspect, examine, look or inquire after, <ls>MBh.</ls>; <ls>R.</ls> &c.;	<div n="to"/>to inspect, examine, look or inquire after, <ls>MBh.</ls>; <ls>R.</ls> <ab>&c.</ab>;
mw						450187	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to refuse, repudiate, reject, <ls>ib.</ls> &c. &c.;	<div n="to"/>to refuse, repudiate, reject, <ls>ib.</ls> <ab>&c.</ab> <ab>&c.</ab>;
mw						450194	batch_20260804	2026-08-04	human	new	text	<s>praty-˚AKyAta</s> ¦ <lex>mfn.</lex> rejected, refused, disallowed, denied (<s>-tva</s> <lex type="phw">n.</lex>), <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info phwchild="134157.1"/><info lex="m:f:n"/>	<s>praty-˚AKyAta</s> ¦ <lex>mfn.</lex> rejected, refused, disallowed, denied (<s>-tva</s> <lex type="phw">n.</lex>), <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info phwchild="134157.1"/><info lex="m:f:n"/>
mw						450221	batch_20260804	2026-08-04	human	new	text	<s>praty-˚AKyAna</s> ¦ <lex>n.</lex> rejection, refusal, denial, disallowance, repulse, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="n"/>	<s>praty-˚AKyAna</s> ¦ <lex>n.</lex> rejection, refusal, denial, disallowance, repulse, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="n"/>
mw						450224	batch_20260804	2026-08-04	human	new	text	¦ counteracting, combating (of feelings &c.), <ls>HYog.</ls><info lex="inh"/>	¦ counteracting, combating (of feelings <ab>&c.</ab>), <ls>HYog.</ls><info lex="inh"/>
mw						450251	batch_20260804	2026-08-04	human	new	text	<s>praty-A-√ gam</s> ¦ <ab>P.</ab> <s>-gacCati</s>, to come back again, return, <ls>TBr.</ls>; <ls>MBh.</ls>; <ls>Kāv.</ls> &c.;	<s>praty-A-√ gam</s> ¦ <ab>P.</ab> <s>-gacCati</s>, to come back again, return, <ls>TBr.</ls>; <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab>;
mw						450255	batch_20260804	2026-08-04	human	new	text	<s>praty-˚Agata</s> ¦ <lex>mfn.</lex> come back again, returned, arrived, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="m:f:n"/>	<s>praty-˚Agata</s> ¦ <lex>mfn.</lex> come back again, returned, arrived, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="m:f:n"/>
mw						450270	batch_20260804	2026-08-04	human	new	text	<s>praty-˚Agama</s> ¦ <lex>m.</lex> <ab>id.</ab>, <ls>ib.</ls>; <ls>R.</ls> &c.<info lex="m"/>	<s>praty-˚Agama</s> ¦ <lex>m.</lex> <ab>id.</ab>, <ls>ib.</ls>; <ls>R.</ls> <ab>&c.</ab><info lex="m"/>
mw						450276	batch_20260804	2026-08-04	human	new	text	<s>praty-˚Agamana</s> ¦ <lex>n.</lex> coming back, return to (<ab>acc.</ab>), coming home again, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="n"/>	<s>praty-˚Agamana</s> ¦ <lex>n.</lex> coming back, return to (<ab>acc.</ab>), coming home again, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="n"/>
mw						450285	batch_20260804	2026-08-04	human	new	text	<s>praty-A-√ cakz</s> ¦ <ab>Ā.</ab> <s>-cazwe</s>, to refuse, decline, reject, repulse (with <ab>acc.</ab> of <ab>pers.</ab> or thing), <ls>ŚrS.</ls>; <ls>MBh.</ls>; <ls>Kāv.</ls> &c.;	<s>praty-A-√ cakz</s> ¦ <ab>Ā.</ab> <s>-cazwe</s>, to refuse, decline, reject, repulse (with <ab>acc.</ab> of <ab>pers.</ab> or thing), <ls>ŚrS.</ls>; <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab>;
mw						450323	batch_20260804	2026-08-04	human	new	text	<s>praty-˚Adizwa</s> ¦ <lex>mfn.</lex> enjoined, directed, &c.<info lex="m:f:n"/>	<s>praty-˚Adizwa</s> ¦ <lex>mfn.</lex> enjoined, directed, <ab>&c.</ab><info lex="m:f:n"/>
mw						450440	batch_20260804	2026-08-04	human	new	text	<s>praty-Aya</s> ¦ &c. See <pcol>p. 673, col. 3</pcol>.<info hui="b"/>	<s>praty-Aya</s> ¦ <ab>&c.</ab> See <pcol>p. 673, col. 3</pcol>.<info hui="b"/>
mw						450443	batch_20260804	2026-08-04	human	new	text	<s>praty-A-√ yA</s> ¦ <ab>P.</ab> <s>-yAti</s>, to come back, return to (<ab>acc.</ab>), <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info verb="pre" cp="P" parse="prati+A+yA"/>	<s>praty-A-√ yA</s> ¦ <ab>P.</ab> <s>-yAti</s>, to come back, return to (<ab>acc.</ab>), <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info verb="pre" cp="P" parse="prati+A+yA"/>
mw						450481	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to return, come back, <ls>Kathās.</ls>; <ls>Hit.</ls> &c.:	<div n="to"/>to return, come back, <ls>Kathās.</ls>; <ls>Hit.</ls> <ab>&c.</ab>:
mw						450491	batch_20260804	2026-08-04	human	new	text	¦ returned, come back, <ls>ib.</ls>; <ls>Megh.</ls> &c.<info lex="inh"/>	¦ returned, come back, <ls>ib.</ls>; <ls>Megh.</ls> <ab>&c.</ab><info lex="inh"/>
mw						450512	batch_20260804	2026-08-04	human	new	text	<s>praty-A-√ Sru</s> ¦ <ab>Caus.</ab> <s>-SrAvayati</s>, to pronounce the ejaculatory response, <ls>AV.</ls>; <ls>Br.</ls> &c.<info verb="pre" cp="" parse="prati+A+Sru"/>	<s>praty-A-√ Sru</s> ¦ <ab>Caus.</ab> <s>-SrAvayati</s>, to pronounce the ejaculatory response, <ls>AV.</ls>; <ls>Br.</ls> <ab>&c.</ab><info verb="pre" cp="" parse="prati+A+Sru"/>
mw						450527	batch_20260804	2026-08-04	human	new	text	<s>praty-A-√ Svas</s> ¦ <ab>P.</ab> <s>-Svasiti</s>, to breathe again, respire, revive, take heart again, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.:	<s>praty-A-√ Svas</s> ¦ <ab>P.</ab> <s>-Svasiti</s>, to breathe again, respire, revive, take heart again, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab>:
mw						450553	batch_20260804	2026-08-04	human	new	text	<s>praty-˚Asatti</s> ¦ <lex>f.</lex> immediate proximity (in space, time &c.), close contact, <ls>Lāṭy.</ls>; <ls>Śak.</ls> &c.<info lex="f"/>	<s>praty-˚Asatti</s> ¦ <lex>f.</lex> immediate proximity (in space, time <ab>&c.</ab>), close contact, <ls>Lāṭy.</ls>; <ls>Śak.</ls> <ab>&c.</ab><info lex="f"/>
mw						450562	batch_20260804	2026-08-04	human	new	text	<s>praty-˚Asanna</s> ¦ <lex>mfn.</lex> near at hand, close to (<ab>gen.</ab> or <ab>comp.</ab>), proximate, neighbouring, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="m:f:n"/>	<s>praty-˚Asanna</s> ¦ <lex>mfn.</lex> near at hand, close to (<ab>gen.</ab> or <ab>comp.</ab>), proximate, neighbouring, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="m:f:n"/>
mw						450565	batch_20260804	2026-08-04	human	new	text	¦ imminent, <ls>Megh.</ls>; <ls>Kathās.</ls> &c.<info lex="inh"/>	¦ imminent, <ls>Megh.</ls>; <ls>Kathās.</ls> <ab>&c.</ab><info lex="inh"/>
mw						450598	batch_20260804	2026-08-04	human	new	text	<s>praty-˚Ahata</s> ¦ <lex>mfn.</lex> driven back, repelled, repulsed, rejected, <ls>MBh.</ls>; <ls>Kāv.</ls> &c.<info lex="m:f:n"/>	<s>praty-˚Ahata</s> ¦ <lex>mfn.</lex> driven back, repelled, repulsed, rejected, <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab><info lex="m:f:n"/>
mw						450601	batch_20260804	2026-08-04	human	new	text	<s>praty-A-√ hf</s> ¦ <ab>P.</ab> <s>-harati</s>, to draw in or back, <ls>ŚāṅkhŚr.</ls>; <ls>MBh.</ls> &c.;	<s>praty-A-√ hf</s> ¦ <ab>P.</ab> <s>-harati</s>, to draw in or back, <ls>ŚāṅkhŚr.</ls>; <ls>MBh.</ls> <ab>&c.</ab>;
mw						450603	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to replace, fetch or bring back, recover, <ls>ŚrS.</ls>; <ls>MBh.</ls>; <ls>Kāv.</ls> &c.;	<div n="to"/>to replace, fetch or bring back, recover, <ls>ŚrS.</ls>; <ls>MBh.</ls>; <ls>Kāv.</ls> <ab>&c.</ab>;
mw						450605	batch_20260804	2026-08-04	human	new	text	<div n="to"/>to take up again, continue (a business, sacrifice &c.), <ls>MBh.</ls>; <ls>Hariv.</ls>;	<div n="to"/>to take up again, continue (a business, sacrifice <ab>&c.</ab>), <ls>MBh.</ls>; <ls>Hariv.</ls>;
mw						450609	batch_20260804	2026-08-04	human	new	text	<div n="vp"/> <ab>w.r.</ab> for <s>pra-vyA-hf</s>, <ls>MBh.</ls> &c.<info verb="pre" cp="P" parse="prati+A+hf"/>	<div n="vp"/> <ab>w.r.</ab> for <s>pra-vyA-hf</s>, <ls>MBh.</ls> <ab>&c.</ab><info verb="pre" cp="P" parse="prati+A+hf"/>
mw						450636	batch_20260804	2026-08-04	human	new	text	¦ (in <ab>gram.</ab>) the comprehension of a series of letters or roots &c. into one syllable by combining for shortness the first member with the <s1>Anubandha</s1> (<ab>s.v.</ab>) of the last member<info lex="inh"/>	¦ (in <ab>gram.</ab>) the comprehension of a series of letters or roots <ab>&c.</ab> into one syllable by combining for shortness the first member with the <s1>Anubandha</s1> (<ab>s.v.</ab>) of the last member<info lex="inh"/>
